Main_genome	haplotype	similarity_pair	best_match	similarity_best_match
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE292 (reversed)	CALSDO01_EVE301..reversed.	100	CALSDO01_EVE301..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE293 (reversed)	CALSDO01_EVE302..reversed.	100	CALSDO01_EVE302..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE294 (reversed)	CALSDO01_EVE303..reversed.	100	CALSDO01_EVE303..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE295 (reversed)	CALSDO01_EVE304..reversed.	100	CALSDO01_EVE304..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE296 (reversed)	CALSDO01_EVE305..reversed.	100	CALSDO01_EVE305..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE297 (reversed)	CALSDO01_EVE306..reversed.	100	CALSDO01_EVE306..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE298 (reversed)	CALSDO01_EVE307..reversed.	100	CALSDO01_EVE307..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE299 (reversed)	CALSDO01_EVE308..reversed.	100	CALSDO01_EVE308..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE300 (reversed)	CALSDO01_EVE309..reversed.	100	CALSDO01_EVE309..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE301 (reversed)	CALSDO01_EVE310..reversed.	100	CALSDO01_EVE310..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE302 (reversed)	CALSDO01_EVE311..reversed.	100	CALSDO01_EVE311..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE303 (reversed)	CALSDO01_EVE312..reversed.	100	CALSDO01_EVE312..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE304 (reversed)	CALSDO01_EVE313..reversed.	100	CALSDO01_EVE313..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE305 (reversed)	CALSDO01_EVE314..reversed.	100	CALSDO01_EVE314..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE306 (reversed)	CALSDO01_EVE315..reversed.	100	CALSDO01_EVE315..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE307 (reversed)	CALSDO01_EVE316..reversed.	100	CALSDO01_EVE316..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE308 (reversed)	CALSDO01_EVE317..reversed.	100	CALSDO01_EVE317..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE309 (reversed)	CALSDO01_EVE318..reversed.	100	CALSDO01_EVE318..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE310 (reversed)	CALSDO01_EVE319..reversed.	100	CALSDO01_EVE319..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE311 (reversed)	CALSDO01_EVE320..reversed.	100	CALSDO01_EVE320..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE312 (reversed)	CALSDO01_EVE321..reversed.	100	CALSDO01_EVE321..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE313 (reversed)	CALSDO01_EVE322..reversed.	100	CALSDO01_EVE322..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE314 (reversed)	CALSDO01_EVE323..reversed.	100	CALSDO01_EVE323..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE315 (reversed)	CALSDO01_EVE324..reversed.	100	CALSDO01_EVE324..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE316 (reversed)	CALSDO01_EVE325..reversed.	100	CALSDO01_EVE325..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE317 (reversed)	CALSDO01_EVE326..reversed.	100	CALSDO01_EVE326..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE318 (reversed)	CALSDO01_EVE327..reversed.	100	CALSDO01_EVE327..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE319 (reversed)	CALSDO01_EVE328..reversed.	100	CALSDO01_EVE328..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE320 (reversed)	CALSDO01_EVE329..reversed.	100	CALSDO01_EVE329..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE321 (reversed)	CALSDO01_EVE330..reversed.	100	CALSDO01_EVE330..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE322 (reversed)	CALSDO01_EVE331..reversed.	100	CALSDO01_EVE331..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE323 (reversed)	CALSDO01_EVE332..reversed.	100	CALSDO01_EVE332..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE324 (reversed)	CALSDO01_EVE333..reversed.	100	CALSDO01_EVE333..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE325 (reversed)	CALSDO01_EVE334..reversed.	100	CALSDO01_EVE334..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE326 (reversed)	CALSDO01_EVE335..reversed.	100	CALSDO01_EVE335..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE327 (reversed)	CALSDO01_EVE336..reversed.	100	CALSDO01_EVE336..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE328 (reversed)	CALSDO01_EVE337..reversed.	100	CALSDO01_EVE337..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE329 (reversed)	CALSDO01_EVE338..reversed.	100	CALSDO01_EVE338..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE330 (reversed)	CALSDO01_EVE339..reversed.	100	CALSDO01_EVE339..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE331 (reversed)	CALSDO01_EVE340..reversed.	100	CALSDO01_EVE340..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE332 (reversed)	CALSDO01_EVE341..reversed.	100	CALSDO01_EVE341..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE333 (reversed)	CALSDO01_EVE342..reversed.	100	CALSDO01_EVE342..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE334 (reversed)	CALSDO01_EVE343..reversed.	100	CALSDO01_EVE343..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE335 (reversed)	CALSDO01_EVE344..reversed.	100	CALSDO01_EVE344..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE336 (reversed)	CALSDO01_EVE345..reversed.	100	CALSDO01_EVE345..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE337 (reversed)	CALSDO01_EVE346..reversed.	100	CALSDO01_EVE346..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE338 (reversed)	CALSDO01_EVE347..reversed.	100	CALSDO01_EVE347..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE339 (reversed)	CALSDO01_EVE348..reversed.	100	CALSDO01_EVE348..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE340 (reversed)	CALSDO01_EVE349..reversed.	100	CALSDO01_EVE349..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE341 (reversed)	CALSDO01_EVE350..reversed.	100	CALSDO01_EVE350..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE342 (reversed)	CALSDO01_EVE351..reversed.	100	CALSDO01_EVE351..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE343 (reversed)	CALSDO01_EVE352..reversed.	100	CALSDO01_EVE352..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE344 (reversed)	CALSDO01_EVE353..reversed.	100	CALSDO01_EVE353..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE345 (reversed)	CALSDO01_EVE354..reversed.	100	CALSDO01_EVE354..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE346 (reversed)	CALSDO01_EVE355..reversed.	100	CALSDO01_EVE355..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE347 (reversed)	CALSDO01_EVE356..reversed.	100	CALSDO01_EVE356..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE348 (reversed)	CALSDO01_EVE357..reversed.	100	CALSDO01_EVE357..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE349 (reversed)	CALSDO01_EVE358..reversed.	100	CALSDO01_EVE358..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE350 (reversed)	CALSDO01_EVE359..reversed.	100	CALSDO01_EVE359..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE351 (reversed)	CALSDO01_EVE360..reversed.	100	CALSDO01_EVE360..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE352 (reversed)	CALSDO01_EVE361..reversed.	100	CALSDO01_EVE361..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE353 (reversed)	CALSDO01_EVE362..reversed.	100	CALSDO01_EVE362..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE354 (reversed)	CALSDO01_EVE363..reversed.	100	CALSDO01_EVE363..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE355 (reversed)	CALSDO01_EVE364..reversed.	100	CALSDO01_EVE364..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE356 (reversed)	CALSDO01_EVE365..reversed.	100	CALSDO01_EVE365..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE357 (reversed)	CALSDO01_EVE366..reversed.	100	CALSDO01_EVE366..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE358 (reversed)	CALSDO01_EVE367..reversed.	100	CALSDO01_EVE367..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE359 (reversed)	CALSDO01_EVE368..reversed.	100	CALSDO01_EVE368..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE360 (reversed)	CALSDO01_EVE369..reversed.	100	CALSDO01_EVE369..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE361 (reversed)	CALSDO01_EVE370..reversed.	100	CALSDO01_EVE370..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE362 (reversed)	CALSDO01_EVE371..reversed.	100	CALSDO01_EVE371..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE363 (reversed)	CALSDO01_EVE372..reversed.	100	CALSDO01_EVE372..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE364 (reversed)	CALSDO01_EVE373..reversed.	100	CALSDO01_EVE373..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE365 (reversed)	CALSDO01_EVE374..reversed.	100	CALSDO01_EVE374..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE366 (reversed)	CALSDO01_EVE375..reversed.	100	CALSDO01_EVE375..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE367 (reversed)	CALSDO01_EVE376..reversed.	100	CALSDO01_EVE376..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE368 (reversed)	CALSDO01_EVE377..reversed.	100	CALSDO01_EVE377..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE369 (reversed)	CALSDO01_EVE378..reversed.	100	CALSDO01_EVE378..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE370 (reversed)	CALSDO01_EVE379..reversed.	100	CALSDO01_EVE379..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE371 (reversed)	CALSDO01_EVE380..reversed.	100	CALSDO01_EVE380..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE372 (reversed)	CALSDO01_EVE381..reversed.	100	CALSDO01_EVE381..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE373 (reversed)	CALSDO01_EVE382..reversed.	100	CALSDO01_EVE382..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE374 (reversed)	CALSDO01_EVE383..reversed.	100	CALSDO01_EVE383..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE375 (reversed)	CALSDO01_EVE384..reversed.	100	CALSDO01_EVE384..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE376 (reversed)	CALSDO01_EVE385..reversed.	100	CALSDO01_EVE385..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE377 (reversed)	CALSDO01_EVE386..reversed.	100	CALSDO01_EVE386..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE378 (reversed)	CALSDO01_EVE387..reversed.	100	CALSDO01_EVE387..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE379 (reversed)	CALSDO01_EVE388..reversed.	100	CALSDO01_EVE388..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE380 (reversed)	CALSDO01_EVE389..reversed.	100	CALSDO01_EVE389..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE381 (reversed)	CALSDO01_EVE390..reversed.	100	CALSDO01_EVE390..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE382 (reversed)	CALSDO01_EVE391..reversed.	100	CALSDO01_EVE391..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE383 (reversed)	CALSDO01_EVE392..reversed.	100	CALSDO01_EVE392..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE384 (reversed)	CALSDO01_EVE393..reversed.	100	CALSDO01_EVE393..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE385 (reversed)	CALSDO01_EVE394..reversed.	100	CALSDO01_EVE394..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE386 (reversed)	CALSDO01_EVE395..reversed.	100	CALSDO01_EVE395..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE387 (reversed)	CALSDO01_EVE396..reversed.	100	CALSDO01_EVE396..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE388 (reversed)	CALSDO01_EVE397..reversed.	100	CALSDO01_EVE397..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE389 (reversed)	CALSDO01_EVE398..reversed.	100	CALSDO01_EVE398..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE390 (reversed)	CALSDO01_EVE399..reversed.	100	CALSDO01_EVE399..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE391 (reversed)	CALSDO01_EVE400..reversed.	100	CALSDO01_EVE400..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE392 (reversed)	CALSDO01_EVE401..reversed.	100	CALSDO01_EVE401..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE393 (reversed)	CALSDO01_EVE402..reversed.	100	CALSDO01_EVE402..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE394 (reversed)	CALSDO01_EVE403..reversed.	100	CALSDO01_EVE403..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE395 (reversed)	CALSDO01_EVE404..reversed.	100	CALSDO01_EVE404..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE396 (reversed)	CALSDO01_EVE405..reversed.	100	CALSDO01_EVE405..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE397 (reversed)	CALSDO01_EVE406..reversed.	100	CALSDO01_EVE406..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE398 (reversed)	CALSDO01_EVE407..reversed.	100	CALSDO01_EVE407..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE399 (reversed)	CALSDO01_EVE408..reversed.	100	CALSDO01_EVE408..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE400 (reversed)	CALSDO01_EVE409..reversed.	100	CALSDO01_EVE409..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE401 (reversed)	CALSDO01_EVE410..reversed.	100	CALSDO01_EVE410..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE402 (reversed)	CALSDO01_EVE411..reversed.	100	CALSDO01_EVE411..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE403 (reversed)	CALSDO01_EVE412..reversed.	100	CALSDO01_EVE412..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE404 (reversed)	CALSDO01_EVE413..reversed.	100	CALSDO01_EVE413..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE405 (reversed)	CALSDO01_EVE414..reversed.	100	CALSDO01_EVE414..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE406 (reversed)	CALSDO01_EVE415..reversed.	100	CALSDO01_EVE415..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE407 (reversed)	CALSDO01_EVE416..reversed.	100	CALSDO01_EVE416..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE408 (reversed)	CALSDO01_EVE417..reversed.	100	CALSDO01_EVE417..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE409 (reversed)	CALSDO01_EVE418..reversed.	100	CALSDO01_EVE418..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE410 (reversed)	CALSDO01_EVE419..reversed.	100	CALSDO01_EVE419..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE411 (reversed)	CALSDO01_EVE420..reversed.	100	CALSDO01_EVE420..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE412 (reversed)	CALSDO01_EVE421..reversed.	100	CALSDO01_EVE421..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE413 (reversed)	CALSDO01_EVE422..reversed.	100	CALSDO01_EVE422..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE414 (reversed)	CALSDO01_EVE423..reversed.	100	CALSDO01_EVE423..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE415 (reversed)	CALSDO01_EVE424..reversed.	100	CALSDO01_EVE424..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE416 (reversed)	CALSDO01_EVE425..reversed.	100	CALSDO01_EVE425..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE417 (reversed)	CALSDO01_EVE426..reversed.	100	CALSDO01_EVE426..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE418 (reversed)	CALSDO01_EVE427..reversed.	100	CALSDO01_EVE427..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE419 (reversed)	CALSDO01_EVE428..reversed.	100	CALSDO01_EVE428..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE420 (reversed)	CALSDO01_EVE429..reversed.	100	CALSDO01_EVE429..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE421 (reversed)	CALSDO01_EVE430..reversed.	100	CALSDO01_EVE430..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE422 (reversed)	CALSDO01_EVE431..reversed.	100	CALSDO01_EVE431..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE423 (reversed)	CALSDO01_EVE432..reversed.	100	CALSDO01_EVE432..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE424 (reversed)	CALSDO01_EVE433..reversed.	100	CALSDO01_EVE433..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE425 (reversed)	CALSDO01_EVE434..reversed.	100	CALSDO01_EVE434..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE426 (reversed)	CALSDO01_EVE435..reversed.	100	CALSDO01_EVE435..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE427 (reversed)	CALSDO01_EVE436..reversed.	100	CALSDO01_EVE436..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE428 (reversed)	CALSDO01_EVE437..reversed.	100	CALSDO01_EVE437..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE429 (reversed)	CALSDO01_EVE438..reversed.	100	CALSDO01_EVE438..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE430 (reversed)	CALSDO01_EVE439..reversed.	100	CALSDO01_EVE439..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE431 (reversed)	CALSDO01_EVE440..reversed.	100	CALSDO01_EVE440..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE432 (reversed)	CALSDO01_EVE441..reversed.	100	CALSDO01_EVE441..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE433 (reversed)	CALSDO01_EVE442..reversed.	100	CALSDO01_EVE442..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE434 (reversed)	CALSDO01_EVE443..reversed.	100	CALSDO01_EVE443..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE435 (reversed)	CALSDO01_EVE444..reversed.	100	CALSDO01_EVE444..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE436 (reversed)	CALSDO01_EVE445..reversed.	100	CALSDO01_EVE445..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE437 (reversed)	CALSDO01_EVE446..reversed.	100	CALSDO01_EVE446..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE438 (reversed)	CALSDO01_EVE447..reversed.	100	CALSDO01_EVE447..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE439 (reversed)	CALSDO01_EVE448..reversed.	100	CALSDO01_EVE448..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE440 (reversed)	CALSDO01_EVE449..reversed.	100	CALSDO01_EVE449..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE441 (reversed)	CALSDO01_EVE450..reversed.	100	CALSDO01_EVE450..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE442 (reversed)	CALSDO01_EVE451..reversed.	100	CALSDO01_EVE451..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE443 (reversed)	CALSDO01_EVE452..reversed.	100	CALSDO01_EVE452..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE444 (reversed)	CALSDO01_EVE453..reversed.	100	CALSDO01_EVE453..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE445 (reversed)	CALSDO01_EVE454..reversed.	100	CALSDO01_EVE454..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE446 (reversed)	CALSDO01_EVE455..reversed.	100	CALSDO01_EVE455..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE447 (reversed)	CALSDO01_EVE456..reversed.	100	CALSDO01_EVE456..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE448 (reversed)	CALSDO01_EVE457..reversed.	100	CALSDO01_EVE457..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE449 (reversed)	CALSDO01_EVE458..reversed.	100	CALSDO01_EVE458..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE450 (reversed)	CALSDO01_EVE459..reversed.	100	CALSDO01_EVE459..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE451 (reversed)	CALSDO01_EVE460..reversed.	100	CALSDO01_EVE460..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE452 (reversed)	CALSDO01_EVE461..reversed.	100	CALSDO01_EVE461..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE453 (reversed)	CALSDO01_EVE462..reversed.	100	CALSDO01_EVE462..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE454 (reversed)	CALSDO01_EVE463..reversed.	100	CALSDO01_EVE463..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE455 (reversed)	CALSDO01_EVE464..reversed.	100	CALSDO01_EVE464..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE030 (reversed)	CALSDO01_EVE033..reversed.	100	CALSDO01_EVE033..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE045 (reversed)	CALSDO01_EVE049..reversed.	100	CALSDO01_EVE049..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE037 (reversed)	CALSDO01_EVE050..reversed.	100	CALSDO01_EVE050..reversed.	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE034	CALSDO01_EVE039	100	CALSDO01_EVE039	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE064	CALSDO01_EVE065	100	CALSDO01_EVE065	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE729	CALSDO01_EVE466	100	CALSDO01_EVE466	100
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE731	CALSDO01_EVE471	99.932	CALSDO01_EVE471	99.932
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE003	CALSDO01_EVE023	99.9178	CALSDO01_EVE023	99.9178
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE044 (reversed)	CALSDO01_EVE047..reversed.	99.9143	CALSDO01_EVE047..reversed.	99.9143
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE780	CALSDO01_EVE496	99.9123	CALSDO01_EVE496	99.9123
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE769	CALSDO01_EVE503	99.9123	CALSDO01_EVE503	99.9123
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE063	CALSDO01_EVE066	99.912	CALSDO01_EVE066	99.912
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE038 (reversed)	CALSDO01_EVE052..reversed.	99.9099	CALSDO01_EVE052..reversed.	99.9099
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE039 (reversed)	CALSDO01_EVE053..reversed.	99.9099	CALSDO01_EVE053..reversed.	99.9099
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE068	CALSDO01_EVE069	99.8925	CALSDO01_EVE069	99.8925
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE004	CALSDO01_EVE021	99.834	CALSDO01_EVE021	99.834
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE060	CALSDO01_EVE067	99.8239	CALSDO01_EVE067	99.8239
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE061	CALSDO01_EVE068	99.8239	CALSDO01_EVE068	99.8239
GCF_943734845.2_idAnoFuneDA-416_04_genomic_EVE065	CALSDO01_EVE070	99.7849	CALSDO01_EVE070	99.7849
